batch size,data parallel,model parallel,thread num,fifo size,End to end FPS,Hardware FPS,Total execution time(ms),Prepare input time(ms),Copyin time(ms),Execution time(ms),Copyout time(ms),Post process time(ms)
8,16,1,16,2,783.4064,11330.86,1636724,2827.4226,803.9393,3444.252,92.4376,209.8604
8,4,8,32,2,781.658,34060.4,1638770,4202.712,814.8344,2841.3435,236.1915,162.659
1,2,4,64,2,780.883,13814.4,1639170,9743.02,864.3878,7569.231,225.527,199.21
2,1,8,64,2,780.131,13937.6,1640750,9818.518,969.9621,7518.395,394.538,610.734
64,1,1,32,2,775.9046,1778.856,1667166,5283.5582,1251.51175,24829.117,60.5354,220.968
4,2,16,8,2,774.4502,6598.466,1652790,1409.8278,3847.635,3204.6716,73.0578,193.238
32,1,8,32,2,772.0515,8301.075,1658755,4387.2385,14200.30425,6593.8865,132.2325,215.393
8,8,2,16,2,771.9366,9045.296,1659662,2725.4178,858.5557,3924.0278,101.4274,192.244
1,2,8,8,2,771.8746,3213.392,1658476,1449.2976,814.0696,4845.5054,73.2052,204.8174
16,4,8,16,2,770.3042,18086.68,1662432,2995.2834,876.46655,2794.7628,81.938,185.036
4,2,4,4,2,769.774,1769.434,1663146,1134.5258,922.59025,4556.8096,65.576,207.6234
4,8,4,32,2,769.401,33069.65,1667515,4345.3535,1370.5936,2906.115,231.639,178.976
4,2,8,4,2,767.724,2110.106,1671178,1135.3248,2674.84935,4099.003,64.3232,199.7138
8,1,8,64,2,767.711,19570.6,1667290,14336.382,17281.6815,5853.155,562.431,1131.666
2,2,4,4,2,767.6216,1217.768,1669214,1134.3184,1615.965,5875.8358,104.683,187.5636
1,2,8,16,2,767.3992,6395.042,1667992,1569.4694,1487.4962,4870.4758,82.8138,205.0752
16,8,1,16,2,766.3,5775.408,1675170,3033.3192,1454.7914,5221.263,67.5732,203.5786
16,4,2,32,2,765.7455,9085.66,1672685,3939.2025,1509.08985,6180.8865,84.843,201.6265
4,32,1,16,2,764.8466,21222.96,1675880,3005.5636,1623.5966,2640.9018,130.9314,202.6562
32,1,32,32,2,763.518,31913.15,1676565,4492.948,2522.64425,2960.053,135.5645,180.7125
16,4,2,16,2,762.97,4580.572,1678658,2953.6462,3079.5525,6150.2636,76.1982,182.8962
4,16,2,16,2,762.9568,17474.16,1681002,2943.3412,753.2208,2853.024,134.9234,180.8348
1,1,2,64,2,762.928,7100.04,1677750,12806.744,863.1628,13215.714,64.466,600.029
32,2,4,32,2,762.8805,8859.95,1678385,3565.421,898.1399,6302.2205,67.3655,205.179
2,4,8,32,2,762.3725,27845.05,1679105,3218.257,999.35365,3150.104,351.918,198.798
8,16,1,8,2,761.3668,5668.042,1681452,2508.538,2405.39385,3488.1128,88.3182,184.8322
1,8,4,8,2,761.0716,6487.438,1681904,1451.2284,4326.15455,3260.3432,37.9416,180.6908
32,2,16,16,2,760.92,17718.14,1683950,3139.3904,3695.317,2839.8282,84.773,186.3348
8,8,4,16,2,759.529,17903.74,1686952,2878.32,646.0871,2830.8534,93.51,193.7994
1,1,8,16,2,758.65975,3117.97,1687207.5,1511.70375,745.96145,8255.66025,64.7015,214.85375
1,1,8,8,2,757.8845,1563.5425,1688992.5,1461.97975,820.4893,8238.52875,63.04575,200.86825
32,1,4,32,2,757.8826,4627.556,1697682,5698.4178,916.1308,10555.9856,155.0464,215.0066
16,4,4,16,2,757.5328,8916.514,1692154,2982.7576,1984.3839,3989.2584,86.6244,192.035
32,1,16,32,2,755.0675,15539.1,1695720,4203.7665,3745.3177,4331.654,128.861,185.26
4,2,16,16,2,754.6448,13181.92,1696200,1777.55,3366.25675,3249.847,85.545,190.6754
1,2,2,64,2,753.948,6679.74,1697730,9783.313,638.1744,13961.683,200.666,186.028
1,8,4,16,2,753.234,13012.86,1699484,1696.9752,746.2355,3273.336,39.9134,178.0006
2,2,8,4,2,751.1596,1916.858,1705720,1142.37,803.09845,4377.588,100.4644,191.7582
1,8,1,4,2,749.5466,2182.892,1709626,1156.8378,1547.0501,4055.1386,31.5552,225.0678
8,1,8,4,2,749.0488,1728.296,1710304,1162.5434,3632.6328,4672.9668,50.927,215.6366
2,4,1,4,2,749.0252,1631.004,1711378,1152.7498,6365.0909,4850.5652,74.453,193.8184
4,4,4,4,2,748.8908,3615.892,1712060,1146.1638,4397.62875,3128.0728,54.2026,206.2452
1,4,2,8,2,748.3854,1539.038,1710612,1416.9712,647.72095,8365.0508,47.0214,190.908
16,8,4,16,2,748.279,18565,1712140,2724.8945,730.84975,2815.2915,70.9305,203.602
2,4,4,4,2,747.7694,2123.136,1715956,1149.4004,828.67895,4128.2952,78.3114,194.5968
2,2,2,4,2,747.5338,1168.3,1716438,1147.1544,1881.6971,6101.363,107.6728,192.5376
1,1,8,32,2,746.37375,6262.93,1715140,2922.02225,4257.83415,8255.379,71.1135,309.6295
32,2,2,16,2,746.2664,2453.482,1739286,3765.7328,7639.5865,10089.5528,67.2214,194.461
16,4,4,32,2,746.1705,18229.55,1718425,3707.3205,6363.93125,3965.3275,106.801,218.1565
1,4,8,8,2,746.0816,6406.378,1715642,1444.2608,666.96105,3314.0504,50.8368,191.37
8,1,4,4,2,745.2548,1156.332,1721188,1159.2296,760.1588,6150.9256,49.465,218.3538
4,32,1,8,2,744.2574,10611.02,1720164,2480.1434,916.7422,2685.235,105.256,195.6766
32,2,8,32,2,743.673,18161.45,1732320,3810.6685,2356.9078,3987.6535,91.5245,212.4445
1,4,8,16,2,743.1164,12828.02,1722500,1660.3702,5129.90245,3319.0154,47.3964,186.904
4,1,16,64,2,741.627,27904.4,1725930,13346.107,9184.878125,4661.664,408.722,897.308
32,2,16,32,2,741.5015,35507.15,1726405,3641.167,722.2472,2879.98,87.588,188.5755
2,2,8,64,2,739.602,28218.9,1730660,12922.574,805.8536,4633.683,847.235,215.371
4,1,8,4,2,739.4798,1248.992,1735384,1131.1164,797.03195,5840.8404,71.2634,205.6752
1,2,8,32,2,739.415,12813.18,1731118,3061.3538,869.80545,4927.856,109.8164,206.6674
4,1,4,4,2,739.2978,1107.41,1734586,1157.589,1450.91565,6359.3222,73.8276,200.8474
32,4,1,16,2,738.737,3113.71,1747130,3423.8138,2448.14085,8325.5766,57.3842,217.267
1,4,4,64,2,738.707,27813.6,1732760,13381.432,8193.403,4678.085,403.293,204.02
8,1,32,4,2,737.9458,3724.222,1735950,1173.3066,654.38705,3110.7446,50.8926,220.8948
16,8,1,8,2,737.8582,2886.452,1736600,2626.9834,724.7621,5284.245,64.3142,194.634
4,2,2,4,2,734.8826,1228.11,1743018,1168.1308,802.74025,5913.3804,65.091,198.8828
2,4,8,4,2,734.8282,3475.25,1742120,1155.6874,883.6248,3215.4054,78.9904,191.07
4,1,16,4,2,734.764,1912.644,1742282,1159.912,1579.8928,4419.6072,74.3306,206.2474
1,4,2,16,2,733.8976,3048.398,1744784,1733.3252,2086.98265,8465.1,47.3442,196.3176
2,1,8,4,2,733.014,1097.056,1749556,1177.635,8488.81325,6422.2686,118.0288,192.6526
2,2,1,4,2,732.8714,969.4102,1748258,1147.5684,650.652,7029.8476,99.8476,196.1026
2,8,4,4,2,732.5306,3581.326,1750134,1171.976,723.80445,3179.7974,68.7584,207.389
4,4,2,4,2,731.9032,2006.818,1751098,1166.9678,790.39545,4302.5606,57.0712,218.3792
4,2,16,32,2,730.8325,26399.65,1751440,3189.607,875.22965,3302.9775,202.4835,208.836
4,4,1,64,2,730.134,11984.6,1753100,13839.698,1880.35855,8588.547,1112.35,172.903
8,2,4,4,2,730.1142,1897.624,1755184,1179.2242,2503.97115,4453.7718,49.1132,209.801
1,32,1,32,2,729.4666,30322,1757700,4270.8264,8311.44025,3108.5884,137.4902,176.676
32,2,4,16,2,729.4288,4414.128,1774542,3327.65,654.19685,6414.6356,79.8266,197.8798
8,1,16,4,2,728.846,2076.348,1757156,1168.1376,723.6205,4223.5164,49.1876,213.8382
1,4,1,4,2,726.781,1546.492,1763022,1182.3248,785.9367,5073.8226,36.581,230.6006
4,2,16,4,2,726.6976,3302.392,1761752,1181.2336,1524.2112,3312.1458,68.596,206.2588
16,1,1,64,2,726.609,3821.57,1761610,16028.144,3178.77665,23197.852,508.553,818.432
64,1,4,16,2,726.6054,2329.08,1771688,3390.0872,3958.23975,10565.9622,52.3586,196.4256
8,4,8,4,2,726.1722,6892.412,1764094,1168.2882,672.5495,2506.9528,41.536,214.6386
1,8,4,32,2,724.529,26078.6,1766685,3118.271,710.79655,3337.3215,92.8055,174.5585
32,2,8,16,2,724.4878,8694.356,1768290,3094.1418,838.62255,4125.3976,69.6138,190.5508
4,8,4,4,2,724.4446,6721.316,1769096,1196.418,1950.83765,2530.8582,50.8432,209.2726
16,1,4,4,2,724.3084,1194.968,1769092,1195.6422,3980.48,6054.1254,45.9384,214.9834
2,8,1,64,2,721.214,21297.9,1774790,15622.49,5490.751125,5621.173,1436.291,155.236
4,1,32,8,2,720.2284,6177.752,1777228,1431.0726,688.90715,3434.7996,82.985,204.6838
32,2,1,32,2,719.811,4587.78,1791114,5177.1876,731.63675,10720.7814,80.1536,212.34
1,16,1,4,2,719.6126,3896.706,1779354,1185.3074,835.37895,3093.445,27.5838,223.5354
8,2,2,4,2,719.5578,1257.412,1784682,1183.7558,911.9878,5862.4234,49.0158,217.941
32,4,4,16,2,719.2265,9264.305,1784515,2764.21,1154.82435,3995.3335,60.3965,225.712
8,2,8,4,2,718.9998,3475.982,1790254,1188.667,2373.7438,3263.383,46.1648,209.418
8,16,2,16,2,718.9345,18371.45,1780435,2813.3015,12885.15025,2895.209,93.135,200.8905
2,1,16,8,2,717.5062,2977.112,1784198,1363.2864,682.8958,5224.2576,128.8886,190.451
1,1,8,64,2,716.641,12478.4,1786110,8928.33,736.8154,8351.074,75.543,581.013
32,2,1,16,2,716.158,2279.468,1803424,3600.885,811.60795,10789.9142,57.8758,196.3718
8,4,4,4,2,715.5444,3703.016,1794484,1200.9148,902.88005,3177.6276,43.1724,214.2354
16,2,16,4,2,715.4688,6802.342,1794272,1208.1266,1246.4627,2546.9726,40.219,217.797
4,2,1,4,2,715.396,995.0624,1791546,1164.2054,2473.45155,6936.9942,70.0234,207.965
1,1,4,64,2,715.31,7027.29,1789430,17129.764,11592.78425,13446.843,61.61,702.316
4,4,1,4,2,713.767,1682.802,1797838,1202.635,704.9947,4840.4686,55.5422,205.7218
4,1,32,16,2,713.2632,12337.76,1794620,1692.0798,767.68335,3454.5688,80.3928,205.367
32,4,1,8,2,711.7832,1596.938,1806630,2613.749,797.0985,8222.8986,54.4998,203.2798
2,1,16,16,2,710.9156,5923.112,1800738,1496.6828,906.9327,5258.7604,144.7276,209.1738
2,1,4,4,2,710.3632,966.3448,1802558,1203.1274,1136.5081,7101.5536,119.1374,191.0244
1,4,8,32,2,710.2785,25707.3,1802300,3225.856,2230.92855,3395.626,95.4635,187.356
32,4,8,16,2,709.745,18746.95,1804445,2718.1435,10760.9345,2896.9025,59.7675,207.251
1,32,1,4,2,709.6748,6140.708,1810294,1205.6098,687.7355,2644.0864,30.531,220.2728
8,4,1,4,2,709.1038,1711.392,1806562,1182.2648,751.07175,4798.3378,42.9638,222.8708
8,4,2,4,2,708.6074,2012.858,1810844,1191.2704,836.35205,4355.695,43.8816,212.1152
4,1,2,4,2,708.3326,842.0696,1807506,1206.7708,1403.67615,7888.0614,83.9152,202.1138
2,4,2,4,2,708.267,1928.234,1809692,1196.6638,2200.141,4465.269,80.7988,200.167
32,1,2,32,2,707.8628,3817.452,1817060,5038.9638,2718.191375,12547.705,146.7344,218.3656
16,1,32,4,2,707.8556,4574.368,1811974,1201.125,834.77375,2931.2626,43.3448,218.06
8,1,2,4,2,707.3972,862.7942,1810900,1207.7008,762.44165,7745.1566,67.2874,208.2768
1,2,8,64,2,706.63,25718.8,1811410,9664.538,870.8578,4996.626,227.836,199.442
1,8,4,4,2,706.4002,3241.52,1812348,1175.8662,927.5118,3391.8552,40.4748,222.2876
2,8,2,4,2,706.3718,3588.632,1815564,1195.9026,1310.2659,3242.3582,70.4986,203.139
1,4,2,4,2,706.1348,911.6474,1813032,1220.249,2559.63375,7437.3848,42.7856,228.391
16,1,8,4,2,705.189,1837.856,1816372,1179.9982,14048.0745,4602.8576,41.7134,212.035
2,16,2,4,2,704.2696,6207.438,1822530,1237.1844,785.89275,2647.3956,65.2646,202.867
32,4,2,16,2,704.0535,4689.745,1821045,2888.8225,796.08115,6188.0335,59.7385,211.922
1,4,4,4,2,702.87,1957.082,1823414,1203.8786,846.80245,4440.4108,41.9028,232.2086
32,1,32,4,2,702.5756,6455.484,1823582,1266.8848,990.4631,2616.7232,34.1426,213.3216
16,1,16,4,2,702.537,3351.156,1831178,1193.9622,1317.19785,3359.3604,42.2016,215.5092
4,4,8,4,2,700.3096,3735.564,1830322,1205.8742,2991.74555,3200.9322,55.5684,207.7142
32,1,16,4,2,700.2004,3526.278,1833094,1268.8044,14215.29175,3286.2348,38.3094,217.2786
2,16,2,32,2,700.1095,30774.8,1828395,4071.8155,706.54985,3159.36,310.892,161.646
4,8,2,4,2,698.648,3786.13,1834690,1223.1572,741.6523,3187.3186,52.5542,213.0074
2,8,1,4,2,698.6134,2261.444,1839096,1232.1196,816.3707,4103.1474,71.6864,208.2616
2,16,1,4,2,698.4336,4290.764,1834942,1212.2716,946.97275,3028.2354,64.245,208.8066
4,8,1,64,2,697.744,22639.3,1834480,6460.373,1273.3081,5452.973,495.932,182.555
16,8,4,8,2,694.9058,9307.038,1842882,2502.8106,2947.442,2943.137,69.6734,208.0114
1,4,8,4,2,694.128,3210.69,1844272,1243.3988,12601.00575,3438.944,43.596,224.6996
8,2,1,4,2,694.0988,1002.688,1848974,1189.3374,991.4448,6955.2874,47.393,213.1778
1,4,2,32,2,693.913,6037.355,1845250,3216.4475,824.6091,8633.258,64.4365,187.258
16,8,2,16,2,693.498,9270.415,1846540,2901.443,887.3526,4055.8445,70.522,214.4495
4,1,32,4,2,693.4514,3097.82,1846368,1232.4762,950.581,3499.1494,70.73,201.7916
1,2,1,4,2,692.5585,939.3535,1849050,1232.36325,1369.88495,7299.641,47.3865,222.5365
2,1,2,4,2,692.3572,822.7578,1849392,1238.6904,2911.64725,8072.4236,123.6926,184.064
16,8,2,8,2,691.8094,4687.1,1851082,2551.5768,17903.81775,4036.3518,71.7032,197.2084
2,1,16,32,2,691.405,11759.2,1851355,2504.413,913.50095,5334.6645,145.3415,223.868
4,1,32,32,2,689.2035,24669.85,1857620,3075.5865,818.94295,3517.947,105.958,289.274
1,2,8,4,2,687.6566,1681.948,1861890,1225.8286,915.7937,4906.1844,58.1076,235.5644
32,2,2,32,2,686.227,4841.065,1867350,3936.999,952.0279,10328.5515,58.767,211.629
2,1,16,4,2,682.9922,1515.226,1874466,1240.0832,1267.63225,5253.625,130.6238,187.5824
32,4,8,8,2,682.14,9406.598,1884764,2706.6774,2433.36775,2973.3626,63.9426,199.8356
64,1,1,16,2,681.46,1198.912,1891964,3437.2862,753.67635,18977.941,51.2398,201.3624
16,2,8,4,2,681.1686,3739.212,1881636,1283.9616,861.68075,3251.4786,39.9504,215.2226
16,1,2,4,2,677.733,875.1064,1891242,1251.7498,808.01825,7742.192,46.1314,218.9906
64,2,16,8,2,677.495,9346.362,1891714,2544.8226,720.0284,2987.3336,57.258,195.3018
8,2,16,4,2,677.4564,4032.688,1890840,1246.154,1207.0737,3160.4708,46.3528,200.4084
8,16,2,8,2,677.088,9188.744,1890716,2569.457,3171.34,3005.1286,82.1134,203.9886
1,2,2,4,2,676.6664,905.562,1892362,1249.9238,1503.8367,7548.7628,55.593,224.9838
4,4,8,32,2,672.469,24784.95,1903450,3408.9435,1445.8645,3556.0665,194.145,196.77
8,2,1,64,2,671.229,9056.89,1906950,13660.804,1383.58195,10951.996,753.745,177.101
8,8,4,4,2,670.4408,7208.424,1911298,1279.5926,1377.8766,2621.5888,42.03,213.458
16,2,2,4,2,669.8278,1267.978,1915848,1244.16,1465.14585,5963.2566,40.089,213.0096
2,1,16,64,2,669.37,23597,1912250,11608.875,2372.59165,5383.884,380.309,662.421
8,2,2,64,2,669.364,9425.83,1912260,13740.91,8634.44875,10603.275,714.063,181.778
32,1,8,4,2,668.9726,1910.602,1917858,1250.986,733.04775,4597.7958,34.8284,216.2418
64,1,8,16,2,668.9298,4124.148,1929534,3613.3902,838.06475,6896.0634,66.8956,201.7706
1,2,4,4,2,665.9992,1148.302,1924614,1261.7928,851.23925,6387.2532,53.8704,229.872
2,32,1,4,2,664.3286,7496.736,1929720,1277.3526,926.27305,2612.72,70.4508,203.0884
32,1,4,4,2,663.4978,1225.108,1930166,1262.074,1983.25175,6112.7344,36.768,214.7998
2,2,16,8,2,663.2222,5646.496,1929980,1411.8628,2851.96965,3743.4964,124.4652,201.903
4,16,1,4,2,661.415,4499.838,1937384,1262.4296,7855.37625,3075.271,46.7688,207.7504
8,4,1,64,2,660.656,11993.8,1937470,9588.351,658.7036,8767.643,273.314,190.919
16,4,4,4,2,659.0536,3793.588,1943928,1289.18,708.8525,3294.2766,37.8714,214.5032
4,8,1,4,2,658.4608,2322.644,1944544,1274.644,796.3722,4148.9878,55.9414,211.3974
2,2,16,16,2,656.7,11304.62,1949300,1678.0516,890.6157,3760.9568,112.7164,198.6084
1,8,2,16,2,655.1035,5491.76,1954060,1616.078,1584.66875,5683.388,39.498,182.33
16,1,4,64,2,655.034,8962.51,1954100,17058.074,2532.6448,11094.4,616.949,935.687
2,2,16,4,2,652.538,2821.01,1961670,1266.3078,9479.022,3776.6294,120.3172,192.3256
32,4,2,8,2,652.2078,2349.46,1968108,2888.9118,661.56435,6326.857,56.8698,206.134
64,1,2,16,2,650.549,1918.992,1970986,3155.8572,731.2399,12643.8998,56.7016,204.5272
1,4,2,64,2,650.422,12031.3,1967950,12888.938,806.63145,8776.851,380.355,208.333
8,8,2,4,2,649.2968,3904.932,1972394,1314.4692,921.62025,3284.1332,40.2648,211.3176
1,8,2,4,2,649.2896,1376.998,1971856,1271.6294,1904.98,5691.0872,40.1784,219.806
32,1,2,4,2,648.701,876.684,1974310,1231.8152,2762.8327,7814.6282,38.0296,215.4194
1,1,8,4,2,647.623,934.098,1976550,1317.87475,8212.468,7458.04575,54.161,226.73125
16,2,1,4,2,646.361,1011.65,1984100,1315.1218,677.16835,7045.2888,42.3666,213.0338
32,4,4,8,2,646.1026,4623.202,1990720,3108.0714,735.3977,4205.7962,63.3764,207.2068
1,1,4,4,2,645.7285,843.5895,1982602.5,1320.4435,821.59465,8052.0115,54.032,223.734
16,4,8,4,2,645.6928,7313.506,1984626,1302.1612,1548.67675,2684.7312,37.3184,213.4692
1,16,1,64,2,644.478,35690.9,1986100,17477.22,3277.8257,4281.363,751.395,171.786
8,2,8,64,2,644.309,33309.6,1986620,12845.34,4566.462,4445.973,759.205,176.169
4,4,4,64,2,643.828,33476.2,1988110,15447.659,678.9659,4435.22,968.97,178.891
64,2,2,8,2,643.7262,1233.812,1994322,2707.5758,721.9418,10294.091,48.6164,205.9872
4,4,2,64,2,643.68,16727.4,1988560,13676.182,811.36485,6885.906,1021.038,179.843
2,16,1,64,2,642.401,40864.6,1992520,7165.77,1638.9767,3997.187,803.109,157.058
64,2,4,8,2,641.2086,2249.33,1999928,2763.82,3368.90775,6552.8006,53.1782,202.7336
8,8,1,4,2,639.9352,2331.944,2005966,1283.7038,4614.236875,4201.5688,41.538,210.0044
16,4,1,4,2,638.7488,1726.076,2006530,1298.6324,685.7455,4972.9272,37.735,207.8522
32,2,16,4,2,638.4988,7111.51,2011412,1365.4836,756.75835,2731.3864,34.1242,203.0002
1,8,2,8,2,638.0106,2656.5,2006546,1510.6918,836.0453,5861.941,45.183,195.2312
8,2,4,64,2,637.013,16198.6,2009380,12540.147,895.15475,7066.608,644.623,184.319
64,1,32,4,2,635.8268,6974.824,2018728,1362.5132,1244.2014,2752.8086,31.4632,215.6188
64,2,8,8,2,635.6368,4447.644,2022220,3035.0334,2308.58305,4324.9726,58.7792,204.6218
16,2,4,4,2,634.1444,1953.972,2028446,1312.8776,12346.4935,4649.4526,39.8456,218.1854
2,2,16,32,2,631.3725,22605.35,2027925,3246.123,663.61925,3839.892,201.772,194.4025
2,8,2,64,2,630.705,32408.9,2029470,16419.851,748.1389,4557.167,1581.578,169.131
16,16,1,8,2,630.1944,5738.984,2032318,2610.872,801.7957,3816.6254,68.252,212.9418
16,4,2,4,2,629.9052,2013.546,2040286,1308.9618,915.67505,4584.1558,36.5292,222.6128
32,2,8,4,2,628.1574,3807.576,2041670,1399.8758,1179.67275,3386.5854,35.1888,219.4546
16,1,8,64,2,627.836,15895.1,2038750,13005.61,2375.11855,7192.555,619.497,813.237
64,1,1,8,2,627.7332,873.8376,2047224,2024.128,12246.22225,13766.4592,42.8966,221.1216
4,16,2,4,2,627.382,7045.692,2046824,1355.7044,670.97095,2773.5228,54.0222,212.197
64,1,16,4,2,625.8254,3647.658,2060714,1420.7578,744.0575,3465.2944,32.4544,219.1756
32,2,4,4,2,622.2294,1948.588,2063940,1415.6438,819.16995,4692.17,36.826,208.251
32,1,1,64,2,617.909,3528.04,2071500,9084.43,911.7847,25291.205,108.567,220.364
8,32,1,8,2,617.5466,11024.66,2073752,2585.934,1208.3672,3002.6368,92.082,207.6878
4,8,2,64,2,608.066,35246.5,2105040,6722.621,2516.4521,4429.242,468.829,207.53
64,1,8,4,2,607.6008,1898.432,2111258,1341.893,11522.944,4808.6414,31.8372,199.273
16,2,2,64,2,602.258,9709.83,2125340,10065.852,678.8716,10562.148,277.896,195.201
32,2,2,4,2,600.4832,1234.46,2133390,1347.8432,752.5196,6283.4352,39.868,206.0006
16,2,4,64,2,600.463,17633.8,2131690,8015.002,832.7916,6777.31,265.726,192.355
64,2,1,8,2,599.9254,1146.568,2142170,2907.9082,918.3305,11073.5954,48.0808,190.9336
64,2,1,16,2,599.4916,2293.472,2169324,4761.8396,1238.2859,11099.344,55.2846,218.6998
8,4,4,64,2,596.487,34106,2145900,6602.897,2556.05975,4547.823,315.424,162.796
16,1,2,64,2,595.344,7621.46,2150020,16651.717,12415.8855,12898.624,474.423,862.512
1,1,16,16,2,594.1882,4996.188,2154564,1562.0926,697.6026,6254.5084,68.2316,227.397
8,4,2,64,2,592.033,17960.3,2162040,10385.409,739.65405,6723.204,297.112,178.221
32,1,4,64,2,591.857,9156.77,2162680,9192.628,858.3147,11109.063,192.42,234.126
16,2,8,64,2,591.525,35144,2163900,8369.78,1273.0462,4494.88,229.604,204.503
1,8,2,32,2,590.941,10078.9,2166080,2965.6295,2131.925875,6230.018,81.303,197.1925
16,8,4,4,2,590.5846,6222.454,2172720,1648.1624,773.6094,2995.585,43.1226,205.7524
1,1,2,4,2,589.674,688.00025,2170905,1346.52725,755.47255,9612.876,51.2315,207.9135
16,1,16,64,2,588.535,29265.5,2174890,18163.524,816.16175,4974.087,522.851,811.796
16,2,1,64,2,587.524,9312.75,2178630,10800.353,975.6241,10975.169,218.747,179.376
8,4,8,64,2,586.002,68482,2184290,9208.596,1239.6401,3380.517,384.38,188.816
1,1,16,8,2,585.6834,2458.772,2186304,1430.7832,2781.2441,6352.5714,62.5768,202.806
64,1,4,4,2,583.2512,1195.84,2198528,1449.984,12570.74425,6483.0662,32.886,212.5882
32,1,8,64,2,581.933,16540.1,2199570,7730.604,701.8238,7152.369,173.762,243.419
32,8,1,8,2,578.1954,2911.396,2238708,3407.4308,772.7198,5755.9348,58.212,204.5818
16,16,2,8,2,578.056,9397.985,2214320,2465.2765,808.02875,3303.927,68.9835,212.085
4,8,4,64,2,573.949,66212.4,2230160,9419.394,960.9121,3467.39,399.213,166.385
1,1,16,32,2,572.3524,9865.022,2237244,3163.432,1298.8632,6391.0908,73.0946,309.0788
64,4,1,8,2,571.9444,1572.23,2243798,2700.4676,2724.8366,8757.5424,52.6306,216.7004
2,1,32,8,2,571.6534,4975.972,2239128,1378.7426,11854.94025,4297.0188,118.6604,201.2274
1,1,16,64,2,570.897,20094.1,2242080,9554.188,766.3801,6318.89,78.207,593.266
1,1,16,4,2,570.1742,1234.766,2245170,1399.141,763.7805,6391.903,57.4664,209.6452
32,2,1,4,2,570.1344,1015.802,2247022,1358.4932,827.93745,7287.4144,36.0916,212.2022
2,1,32,4,2,570.132,2487.86,2245106,1341.1404,965.105,4303.1096,123.906,195.5778
2,1,32,16,2,569.5146,9944.452,2247556,1538.774,1283.5247,4306.9982,126.971,211.8928
32,8,2,8,2,569.074,4763.315,2249325,2469.7705,2511.89805,4399.0885,57.738,218.9035
32,8,4,8,2,568.69,9440.065,2250870,2542.0435,14471.881,3335.6085,55.4915,213.144
8,16,2,4,2,564.9894,6177.556,2266462,1706.974,702.63715,3095.2826,50.351,211.1062
4,32,1,4,2,563.2914,7131.858,2272908,1780.608,809.22845,2990.8214,67.8956,209.549
16,8,2,4,2,560.6714,3228.682,2283768,1763.4236,817.6494,3869.7624,46.3784,208.0928
2,16,2,64,2,559.943,61564.8,2285940,7230.983,960.158,3616.57,492.962,140.742
2,1,32,32,2,559.7255,19939.55,2286865,2668.5945,1301.3894,4341.0885,135.583,250.133
8,16,1,4,2,559.5734,3779.038,2289686,1703.3494,3284.034875,3644.5672,51.9024,208.9212
64,2,16,4,2,556.5024,6270.058,2302718,1754.5536,13507.1535,3119.3154,38.9078,221.1804
32,4,4,4,2,544.1014,3111.648,2356626,1759.1592,898.5317,4002.1282,43.2362,214.218
1,32,1,64,2,542.658,60941.4,2358760,10804.114,856.0262,3703.003,228.183,185.364
64,2,8,4,2,537.3416,3101.752,2396000,1770.8426,920.4933,4048.0906,41.1674,207.3048
32,4,8,4,2,536.2086,6338.228,2396374,1921.1412,936.7525,3204.1838,44.6446,214.1126
32,1,2,64,2,536.15,7620.93,2387390,8838.753,1309.37345,13136.73,156.519,227.166
64,1,2,4,2,534.681,882.4318,2394738,1535.3788,2682.0185,8197.6472,36.9582,204.1114
64,2,4,4,2,530.4204,1599.058,2421936,1740.4784,18130.40275,5624.2684,40.6666,212.1972
1,2,16,4,2,530.0844,2295.68,2414728,1359.4236,952.91615,4645.0102,49.3872,200.2944
1,2,16,8,2,529.7496,4582.104,2416244,1440.251,866.1182,4651.0298,50.1566,195.6136
16,8,1,4,2,529.0338,1949.504,2424556,1829.3044,881.88835,5050.9774,46.248,211.4692
32,4,1,32,2,527.8025,3174.305,2425150,7014.9475,948.78405,15330.2915,120.6205,204.455
1,2,16,16,2,527.2652,9169.1,2427656,1695.2522,1408.50035,4661.2488,56.408,199.9876
8,1,1,4,2,521.5758,545.037,2454200,1372.1642,2490.2155,11848.0578,65.1992,219.3226
4,1,1,4,2,517.6414,540.63,2472802,1355.0016,944.3675,11943.2474,90.1526,212.8376
16,1,1,4,2,517.1234,547.8868,2475250,1375.9576,815.91425,11820.2618,50.2492,223.7694
1,2,16,32,2,513.679,18349.66,2491886,2932.3332,873.2893,4724.0816,65.7208,200.0402
32,4,2,4,2,510.0104,1676.676,2513274,1940.207,920.5481,5567.2646,41.9092,207.2354
16,8,1,32,2,508.394,5757.29,2517745,7039.7095,1373.59255,9632.218,193.5345,196.2775
1,2,16,64,2,505.046,36682.7,2534420,8997.588,2271.518,4767.625,169.597,170.171
8,16,1,32,2,503.8405,11347.9,2541825,7186.038,879.25915,6151.308,306.177,206.643
2,1,1,4,2,502.8842,530.2662,2545360,1356.7696,824.5267,12200.8854,137.641,206.7102
32,4,1,4,2,499.0094,1444.1,2565990,1817.2348,867.44355,6111.5294,41.8846,207.4598
32,1,1,4,2,494.8882,548.8636,2586460,1379.1598,690.3547,11914.828,40.2762,220.5004
4,32,1,32,2,486.3445,21160.75,2634380,6880.434,1324.103,4570.0685,362.286,207.5905
1,1,1,4,2,484.98525,518.2015,2639262.5,1372.0225,3141.923,12519.65775,49.29175,216.7085
