batch size,data parallel,model parallel,thread num,fifo size,End to end FPS,Hardware FPS,Total execution time(ms),Prepare input time(ms),Copyin time(ms),Execution time(ms),Copyout time(ms),Post process time(ms)
1,16,2,8,2,479.7305,4018.26,2668170,1399.851,28424.698,5216.556,29.5105,195.2805
64,2,2,4,2,479.7046,961.3328,2670962,1867.716,920.1606,7998.556,37.898,204.7376
1,16,2,4,2,476.574,2005.928,2685916,1374.2992,876.075,5238.3632,30.7696,206.809
16,16,1,4,2,474.0886,2877.336,2705910,2469.1024,839.86915,4485.398,70.778,201.8276
1,16,2,16,2,473.363,8048.62,2704065,1564.13,742.025,5248.619,33.5445,202.1975
8,32,1,4,2,472.7866,5532.012,2707854,2569.3116,1342.46625,3633.3884,73.892,202.8314
16,16,2,4,2,464.9138,4724.764,2760562,2549.882,2509.688125,3844.2234,62.9352,197.508
16,16,1,16,2,463.443,5718.81,2765895,6359.219,758.70585,6347.061,139.882,205.2065
64,1,1,4,2,453.518,549.4934,2823890,1424.5588,766.49595,12141.5666,34.9186,219.0924
64,2,1,4,2,451.9154,844.347,2846158,2127.3574,559.56845,8910.0714,40.5432,214.4352
8,16,2,32,2,450.8465,18362.2,2839375,7270.8035,648.86425,5070.067,260.2505,219.8615
32,8,4,4,2,450.2726,4710.486,2865550,2794.5142,494.9195,3952.4924,64.1276,212.824
64,4,4,4,2,447.8994,2383.342,2862140,2591.9366,4986.29175,5012.0312,50.2206,194.188
8,1,32,2,2,442.492,1886.832,2895828,1005.2886,1458.3508,4252.6026,44.3396,226.1132
8,32,1,16,2,441.7985,11018.2,2897250,6719.6,1352.27635,4755.995,183.5425,229.8725
64,4,8,4,2,440.7908,4786.498,2929138,2892.6244,1285.6884,3998.8134,61.3486,212.4848
16,8,2,32,2,440.5395,9394.95,2906875,7478.618,1244.58375,7266.817,201.555,212.454
4,2,16,2,2,440.096,1683.574,2914012,981.2794,1283.7934,4434.5956,58.376,217.429
32,8,1,16,2,439.386,2891.42,2914880,6793.0515,2714.96725,9997.914,119.6165,227.697
4,2,4,2,2,435.8026,1016.374,2945956,1007.6848,10937.92475,5464.9366,58.9988,221.1558
32,8,2,4,2,434.0912,2421.656,2980076,3069.6652,705.70485,5095.2588,57.2196,207.8686
4,2,8,2,2,433.7276,1272.806,2958502,1008.2254,810.74435,4971.7894,60.1432,221.3172
2,8,2,2,2,433.4882,1931.154,2956660,1030.387,847.7385,4282.2962,67.5512,212.8966
4,1,16,2,2,432.7638,1159.21,2963730,1012.9094,909.8339,5172.1456,69.201,224.845
32,8,1,4,2,428.384,1459.704,3004262,2813.5758,1437.67395,6511.8868,54.1698,204.8008
4,4,1,2,2,428.2428,839.3472,2991690,1029.9216,2339.88555,6041.6922,53.8666,226.3282
16,4,1,64,2,427.479,6097.42,2994300,12046.607,11246.0195,16429.495,444.934,188.581
4,8,4,2,2,425.963,3382.258,3008314,1057.4072,688.5701,3765.216,49.3138,220.5996
8,2,16,2,2,425.864,2030.324,3008386,1019.9322,717.1207,4269.2718,44.6166,227.8606
64,4,2,4,2,424.7136,1249.766,3020492,2583.4638,824.83895,7118.0268,49.5662,200.523
16,1,4,2,2,424.6512,673.4124,3016204,1018.0418,907.92885,6818.0696,40.4906,225.0046
4,4,2,2,2,424.4552,1107.058,3021580,1032.3362,1209.3926,5334.2014,56.3002,214.6528
8,1,4,2,2,424.3856,662.3758,3021432,1003.9044,2593.0805,6886.8568,47.512,225.2306
2,4,1,2,2,423.8598,813.7922,3026880,1032.267,11228.74725,6172.6846,74.7746,213.5106
8,2,4,2,2,423.3012,1054.504,3025252,1042.129,694.6523,5453.013,46.6472,228.8874
8,1,8,2,2,422.8948,1016.954,3039722,1016.8058,771.43165,5557.152,48.2186,224.9012
2,4,2,2,2,422.4816,1074.92,3039220,1034.7,834.1309,5420.9562,73.9214,207.2216
2,4,8,2,2,421.9744,1758.466,3040422,1035.2942,905.15875,4496.2388,74.1634,208.9152
8,1,16,2,2,421.4312,1250.166,3048670,1030.4972,1295.54975,5096.73,47.5324,227.8002
32,4,2,32,2,419.6355,4652.43,3055205,7037.461,2717.987,11860.877,144.884,209.8315
1,8,1,2,2,419.2838,1095.626,3055448,1019.5666,12980.27,5392.0272,27.8882,226.7066
4,4,8,2,2,418.8686,1887.452,3060240,1050.556,676.64155,4416.5726,53.195,227.0642
32,1,16,2,2,418.2564,1878.718,3063296,1065.7584,774.85215,4429.5012,34.398,219.749
4,2,2,2,2,418.173,697.7264,3070028,1038.0178,850.0915,6739.4436,62.723,221.9774
1,8,4,2,2,417.8202,1658.452,3075508,1019.2362,928.0596,4619.1228,30.0894,228.7494
1,1,4,2,2,417.3045,536.82975,3068715,1054.96225,1239.4579,7837.67025,48.63875,219.3235
2,4,4,2,2,415.875,1341.808,3085920,1037.506,2254.33025,4994.3722,76.3698,214.558
4,1,4,2,2,415.5574,653.6746,3082740,1060.7176,9507.6175,6999.3156,73.2204,224.0554
16,2,4,2,2,414.9396,1082.532,3097382,1066.6834,704.6845,5462.2662,40.127,222.3626
16,1,32,2,2,414.8732,2313.372,3098134,1060.2792,751.4677,4204.762,37.2276,225.6946
1,16,2,2,2,414.8402,1007.294,3090830,1044.3864,840.38705,5632.3132,24.7856,220.786
4,1,8,2,2,414.127,872.0514,3095882,1047.2248,1047.67275,6031.7754,73.4682,227.601
2,16,1,2,2,413.473,2172.274,3096158,1064.0678,1780.96175,4274.6696,62.9198,215.2484
4,16,1,64,2,413.468,22164,3095770,11444.243,695.23555,6791.86,779.963,195.704
8,8,1,64,2,413.226,11422.5,3097580,11511.931,765.44935,10269.362,596.483,204.882
32,1,8,2,2,412.997,1070.922,3103660,1067.4868,841.90615,5494.5438,33.6528,224.4852
8,2,2,2,2,412.9472,703.9824,3104400,1073.7698,951.9181,6743.2358,51.6788,231.5224
2,8,4,2,2,412.7602,1820.996,3103900,1054.7084,1315.8553,4509.742,66.884,214.665
8,2,8,2,2,411.1958,1858.476,3116500,1040.8998,3009.18635,4494.0418,47.3,227.7194
1,8,2,2,2,411.0866,934.3552,3141970,1048.2632,12195.2075,5882.3418,28.6238,233.2274
16,16,2,16,2,410.995,9381.86,3119220,6855.5775,773.5968,5302.22,137.1615,219.6235
32,8,2,16,2,410.945,4752.425,3120385,6116.8145,733.86315,7429.764,109.238,207.0375
1,1,8,2,2,410.78375,708.61225,3118982.5,1079.00875,832.4502,6731.92125,49.155,230.19325
16,32,1,4,2,410.4232,5609.792,3124008,2934.528,935.8166,4036.7642,69.6298,190.2918
16,1,16,2,2,410.0742,1836.716,3158836,1094.959,1290.78355,4553.581,39.9374,225.9154
8,4,4,2,2,409.9496,1950.068,3123806,1090.1446,2827.3778,4438.0332,40.295,224.2808
4,4,4,2,2,409.8124,1887.284,3141762,1056.799,12713.771,4498.287,55.9834,221.9848
1,1,32,4,2,409.6918,1834.15,3124326,1400.167,893.5592,5915.8304,46.4232,186.9572
1,2,2,2,2,408.3294,637.7352,3159312,1079.1004,745.00345,7174.6928,44.122,234.9804
2,8,1,2,2,408.3102,1137.416,3147794,1078.0372,868.2248,5398.5232,67.2858,212.155
1,1,32,8,2,408.0842,3661.168,3136642,1449.1848,976.945,5933.5768,48.67,203.7122
8,4,1,2,2,407.855,853.9274,3140024,1095.8022,1254.14615,6138.0488,42.4938,221.7368
4,1,32,2,2,406.5778,1562.686,3154368,1054.3014,2508.99585,4792.5732,70.4234,222.1728
4,8,1,2,2,406.1006,1163.066,3159610,1084.049,13646.71075,5360.7498,49.0146,225.0604
32,1,4,2,2,405.9668,661.3228,3153652,1098.6436,726.44555,7031.71,34.1284,220.6778
8,2,1,2,2,404.9968,501.7762,3164608,1042.7684,760.0969,8266.4884,48.8936,221.2094
64,4,1,4,2,404.7158,1084.796,3168232,2736.2746,853.43375,7888.022,48.0414,196.5198
1,1,32,16,2,404.2114,7327.914,3166842,1676.546,955.45625,5961.6402,50.6584,230.9696
1,4,1,2,2,403.7836,775.3508,3176216,1065.755,1288.36505,6477.955,32.0824,231.2566
16,2,2,2,2,403.1502,672.7728,3185208,1105.1178,2490.5192,6998.3622,38.7648,216.111
16,1,8,2,2,402.7248,1055.53,3191634,1075.0474,13783.06475,5617.235,40.1088,225.985
1,32,1,2,2,402.4028,3088.66,3181896,1096.8832,700.9778,4010.7462,21.7986,224.716
1,1,16,2,2,402.0024,709.6878,3185914,1110.3386,765.10295,6793.2314,48.9272,227.4916
16,2,8,2,2,401.1358,1974.702,3195460,1081.1172,830.4319,4492.7886,38.5644,222.9946
1,1,32,32,2,400.2545,14626.15,3197995,2880.158,965.68795,5998.4755,53.9325,294.212
32,1,32,2,2,398.9828,3238.83,3227424,1104.7642,1269.0902,4017.8734,32.335,220.5458
8,4,2,2,2,397.7964,1120,3223968,1083.239,2845.840875,5510.3934,40.5618,219.7768
2,2,8,2,2,396.3774,1212.448,3233096,1084.38,775.57615,5344.6486,110.4144,220.523
1,16,1,2,2,395.2062,1995.034,3250416,1059.0622,835.71465,4533.6216,21.9506,221.3574
16,2,16,2,2,394.6736,3407.218,3246080,1111.4848,861.84275,3997.4622,39.753,223.7168
2,2,1,2,2,394.449,483.7842,3247786,1096.9506,963.3344,8539.434,116.5518,211.001
1,2,4,2,2,394.0982,813.8636,3257000,1094.5762,1222.161,6402.8506,45.5238,229.5474
2,2,4,2,2,393.96,944.0438,3256818,1072.1322,2157.249,5969.34,107.967,220.7292
4,8,2,2,2,393.1332,1994.53,3264932,1126.2656,17372.78175,4548.6222,49.6822,226.3662
2,1,8,2,2,392.8632,830.5132,3262272,1116.8662,773.52125,6344.8272,132.9968,222.8192
2,2,2,2,2,392.7694,709.9696,3269266,1078.9454,782.9589,6875.835,112.0418,218.8538
64,1,32,2,2,392.7536,3510.542,3262198,1124.1144,900.72505,3991.4506,31.011,225.781
8,4,8,2,2,391.4826,3449.628,3289946,1122.9646,956.96305,4032.0966,41.822,226.1704
4,2,1,2,2,391.2518,496.7946,3276070,1109.2246,1299.2357,8429.1198,70.6768,213.7018
2,2,16,2,2,391.1232,1458.818,3275394,1074.1144,2439.39975,5030.3042,102.8462,213.777
2,16,2,2,2,390.8246,3141.18,3282388,1122.6438,854.6755,4097.4318,60.8334,200.5422
32,16,2,4,2,390.391,4794.74,3278765,2593.268,815.86725,4346.601,58.7855,198.624
64,1,16,2,2,389.9248,1945.044,3288576,1139.6658,872.4085,4611.701,30.5564,228.5026
2,1,16,2,2,389.4786,974.2768,3291888,1108.9184,915.3616,5919.618,127.7846,224.2992
2,1,4,2,2,387.74,624.8062,3303106,1119.971,1384.68965,7400.4564,133.529,223.2576
1,4,2,2,2,387.641,908.1674,3308858,1081.094,3339.791875,6128.4024,33.0248,227.4606
16,4,2,2,2,386.9776,1129.46,3334124,1125.44,864.197,5601.4472,36.6632,220.1548
32,16,1,4,2,386.8508,2889.046,3331828,3272.0812,813.8464,5104.0906,60.0276,193.7186
2,1,32,2,2,386.835,1253.326,3318888,1094.9226,874.5002,5361.4592,126.0354,224.2016
16,2,1,2,2,386.4984,508.3076,3314114,1116.5224,973.19325,8350.5584,38.6734,221.5896
32,2,4,2,2,385.8104,1112.998,3324238,1141.823,1343.83125,5624.8068,34.5512,220.0038
1,4,8,2,2,384.7892,1657.098,3331668,1077.5206,2343.423125,4876.5426,35.4758,231.6918
1,4,4,2,2,384.581,1244.328,3332510,1083.0936,797.5854,5389.9196,32.9068,233.4022
16,4,4,2,2,381.7336,2031.782,3359342,1173.3804,830.69835,4620.1184,36.598,220.9968
8,8,4,2,2,380.2508,3606.518,3381752,1164.4636,807.6763,4091.6188,40.4186,220.0182
16,1,2,2,2,379.867,460.6622,3373284,1112.6534,700.4004,8930.5114,43.4252,219.3716
1,2,8,2,2,379.0776,1071.746,3376814,1113.8458,1190.17185,5765.6278,47.0608,230.1434
32,2,16,2,2,378.6854,3609.576,3387072,1194.1244,3026.339625,4096.3394,34.6938,224.1132
16,4,8,2,2,378.6806,3678.294,3393788,1163.353,25584.6785,4089.7806,36.699,214.3672
64,8,1,4,2,378.591,1467.406,3397974,2979.426,878.14745,6887.146,54.0652,200.0552
1,2,1,2,2,378.437,469.487,3382722.5,1123.637,849.0248,8835.498,43.276,224.56975
4,16,1,2,2,377.9124,2271.626,3397116,1167.7168,782.1546,4524.0806,50.0154,220.7572
16,32,1,8,2,377.7695,5599.325,3388310,5386.8295,656.8193,5217.1445,137.032,204.5345
32,1,2,2,2,376.0664,463.0206,3404992,1127.1398,1201.5165,8934.0988,35.9122,212.7354
32,2,8,2,2,375.8568,1998.47,3407518,1197.5684,3169.481875,4689.9642,33.7356,222.3794
4,16,2,2,2,375.456,3512.148,3420572,1179.4854,784.11605,4149.5106,46.6326,219.7722
32,16,1,8,2,374.7955,2871.91,3415785,5547.3235,858.0281,6981.4145,110.7565,214.2595
32,2,1,2,2,373.8906,506.1436,3428908,1126.4904,804.52455,8486.8,32.4096,224.3176
2,32,1,64,2,373.161,37183,3430160,12281.82,687.1998,5633.318,1021.143,179.852
64,1,4,2,2,372.1502,692.5916,3440952,1175.8492,1053.35525,7158.7366,30.859,222.7122
1,2,16,2,2,372.0592,1169.09,3440540,1154.6098,754.5626,5630.2892,47.9376,229.061
8,1,2,2,2,371.5264,461.1864,3446798,1137.876,828.75595,8997.8388,56.639,221.5148
4,1,2,2,2,370.4282,455.0968,3455684,1149.6392,523.7859,9080.888,82.8058,220.4056
2,32,1,2,2,368.3448,3723.872,3482814,1147.911,569.7635,4170.3222,62.0368,212.381
1,1,32,2,2,364.6616,920.789,3511512,1166.3684,280.516375,6291.7726,46.6956,220.339
32,2,1,64,2,362.42,4587.81,3531810,11895.637,4458.512125,21387.83,348.154,209.024
64,1,8,2,2,361.3038,1090.808,3555564,1245.2544,785.3126,5903.108,30.6462,226.6536
16,4,1,2,2,361.2968,861.6286,3551350,1182.8754,732.95815,6522.52,39.1976,213.1136
2,1,2,2,2,360.8908,451.8872,3547954,1165.911,527.7453,9213.1984,145.1942,225.1038
64,8,2,4,2,359.7296,2395.634,3562414,3130.6998,707.830125,5699.9662,54.1574,208.1262
8,8,1,2,2,358.2582,1170.036,3583128,1190.728,195.01775,5771.1804,41.3496,219.9522
8,16,1,2,2,357.5162,2286.09,3587776,1239.8052,642.56135,4707.7358,41.734,208.7924
8,8,2,2,2,355.8422,2023.412,3598684,1220.9774,623.9145,4864.3344,41.0248,221.2238
32,2,2,2,2,352.6058,658.364,3653002,1215.8936,234.87335,7546.206,33.3582,220.4634
64,1,2,2,2,348.9724,463.1122,3670550,1162.8252,-252.127125,9198.407,31.0634,227.5396
4,32,1,2,2,348.389,4258.976,3682672,1274.2604,-2613.994375,4283.9328,53.5608,215.275
16,8,2,2,2,344.6146,2046.386,3714964,1297.6138,1431.3252,4967.4214,37.219,211.1646
1,1,2,2,2,344.355,391.874,3717675,1120.41575,1297.8232,10250.4345,48.41325,209.95725
32,4,8,2,2,343.4656,3803.434,3736856,1244.9524,1160.0647,4409.9424,34.923,217.4744
16,8,4,2,2,343.4048,3748.522,3730764,1318.4684,1043.14675,4413.7468,37.1636,215.6462
8,16,2,2,2,340.448,3699.878,3764854,1325.9518,1426.40785,4456.7896,42.2986,210.991
64,2,8,2,2,338.4372,1983.314,3812548,1396.6032,2401.73445,5105.5724,30.9878,213.1358
32,4,4,2,2,338.1138,2035.324,3808872,1343.6898,14642.47775,5068.4068,35.107,215.851
64,2,16,2,2,336.516,3751.052,3806986,1341.0196,710.08335,4489.5072,34.5344,215.4178
32,4,2,2,2,336.1788,1101.566,3820108,1341.1708,786.0397,6144.5906,34.2086,211.491
32,16,2,8,2,335.99,4767.26,3809695,5729.407,832.07365,5957.6795,113.0285,217.218
64,2,4,2,2,334.478,1087.32,3834176,1356.0006,956.64595,6188.8976,31.3356,216.2852
64,2,2,2,2,330.9124,684.222,3882248,1308.3548,1232.0694,7641.5166,31.4654,210.036
16,8,1,2,2,327.9042,1171.322,3911060,1376.8022,2832.16525,6096.7012,38.6382,211.5084
32,4,1,2,2,322.3728,863.5554,3977796,1336.7722,13780.85775,6942.3584,33.5878,212.459
8,32,1,2,2,317.7242,3696.312,4030090,1633.955,762.9007,4722.747,54.9138,197.2404
64,4,8,2,2,317.4896,3218.536,4045786,1716.2576,750.0633,4841.202,36.722,200.3736
16,16,2,2,2,312.4564,3156.89,4111814,1692.0032,854.78315,4922.7454,45.9654,202.2212
16,16,1,2,2,312.4242,1929.368,4104966,1537.5478,957.21105,5431.8628,43.955,199.5578
64,2,1,2,2,309.9808,506.3194,4134164,1367.126,1319.6441,9190.2642,32.1668,219.1878
32,8,4,2,2,305.771,3166.752,4190114,1685.062,3429.61265,4998.5494,39.4792,202.8646
64,4,4,2,2,301.8602,1647.734,4257068,1604.9626,12831.73475,5815.7346,36.0214,192.4228
32,8,2,2,2,291.1994,1713.77,4402576,1666.6626,764.9593,5900.3252,40.153,206.2776
32,8,1,2,2,289.6548,972.7318,4422044,1635.0574,765.4702,7053.9272,40.4982,200.0212
64,4,2,2,2,286.3732,917.4102,4501314,1685.906,855.23555,7291.9506,36.7462,208.6256
64,4,1,2,2,277.4492,722.3532,4618032,1646.467,927.5364,8162.0074,36.9238,210.9956
32,16,2,2,2,274.1204,2367.072,4678424,2239.8806,1235.41635,5760.0724,52.2404,189.4916
32,8,1,32,2,270.2265,2884.605,4737435,13536.6225,2975.366,18937.0675,317.2,219.7955
8,32,1,32,2,268.1315,11014.25,4774055,13370.766,13434.789,8492.862,554.8965,209.759
16,16,1,32,2,267.2285,5707.545,4793125,14167.23,738.35735,11969.5905,421.448,204.628
64,8,2,2,2,266.451,1252.756,4810708,2242.06,751.14055,6856.3374,47.7672,178.0278
8,1,1,2,2,265.4884,272.5302,4821400,1308.056,811.13615,14214.8642,60.7044,225.7374
16,1,1,2,2,265.4326,273.899,4822360,1366.8042,957.2165,14168.8938,47.9956,218.0676
16,32,1,2,2,263.9732,2820.12,4855464,2266.851,1365.58725,5763.2906,59.8896,176.316
4,1,1,2,2,263.3024,269.9792,4861450,1308.185,2563.082,14343.677,93.623,223.2406
64,8,4,2,2,262.7568,2379.512,4884120,2299.8786,723.0716,5960.0036,47.5036,196.0274
32,32,1,4,2,262.0966,2816.274,4885228,5171.9802,777.485,6703.2374,113.1834,194.139
32,1,1,2,2,261.6018,274.677,4892946,1346.7482,835.0363,14213.0032,41.6154,214.2606
64,16,1,4,2,256.1522,1444.156,5006026,5168.7568,989.68215,8551.6014,103.6354,192.8992
2,1,1,2,2,255.634,264.8108,5007216,1253.104,1381.82385,14674.5082,142.6508,226.0524
2,2,2,1,2,255.3986,422.117,5012202,885.8638,2658.46025,8044.5438,123.3818,234.648
1,4,2,1,2,254.7178,560.1186,5026572,879.6556,810.7605,7311.8146,27.8174,226.1756
4,1,8,1,2,254.5278,483.8958,5029732,886.5972,763.0658,7674.9528,86.9476,232.3148
32,16,1,2,2,253.8668,1446.622,5069792,2397.1168,902.3016,6839.4774,53.4042,194.878
2,2,4,1,2,253.5624,541.9586,5049944,884.6656,904.81045,7411.7706,126.4816,232.5738
4,1,16,1,2,252.4434,672.3344,5071470,887.7086,1074.46945,6975.2866,84.6288,234.7018
2,2,16,1,2,250.5312,732.9268,5112138,887.2596,2167.19445,6858.707,128.7258,227.6516
1,2,4,1,2,250.4244,460.8808,5112628,887.8104,17348.2635,7889.9388,42.0218,222.1652
2,2,8,1,2,250.3366,706.9936,5113486,895.9206,892.27095,6923.9774,126.3882,235.2172
1,8,2,1,2,249.9814,600.8674,5121274,898.9796,863.02745,7251.5296,22.3662,232.2134
2,1,8,1,2,249.7072,471.5986,5127236,894.7392,892.8531,7841.4178,136.8458,235.039
1,4,1,1,2,249.6324,387.907,5128216,913.4818,955.8247,8428.0072,29.5596,235.8174
4,1,4,1,2,249.232,389.3596,5136646,910.3712,1094.303,8424.1214,82.4012,231.395
64,1,1,2,2,249.1592,274.835,5137760,1324.9284,4473.72375,14452.4578,36.6156,226.0448
1,2,2,1,2,248.8934,370.621,5151020,912.9686,861.18685,8604.714,41.8558,232.3948
2,1,4,1,2,248.7698,352.9738,5147540,914.3924,769.7012,8773.9004,146.1948,233.4292
1,2,8,1,2,248.167,638.2272,5158222,882.5798,871.68055,7163.8712,40.922,229.362
1,4,4,1,2,247.8012,722.4104,5166024,902.3908,895.54475,6937.8918,30.42,232.4764
2,1,16,1,2,247.7222,591.9034,5167170,885.9056,1479.5309,7329.6866,142.3014,234.322
1,1,1,2,2,247.649,258.9015,5168742.5,1138.30775,2658.5355,15056.67775,48.83,205.25675
2,4,1,1,2,247.5434,407.349,5176042,911.471,818.3337,8318.3206,96.4888,226.4586
2,4,4,1,2,247.4686,786.603,5175202,910.684,801.1298,6802.4604,93.2666,222.7694
1,4,8,1,2,247.1954,836.993,5179324,898.8136,860.54175,6708.617,27.104,223.9322
4,2,8,1,2,247.1316,735.1482,5184154,917.7636,853.1917,6925.3024,77.345,230.229
4,2,4,1,2,247.1158,545.4172,5186066,922.2108,1414.8455,7532.9012,76.3578,227.976
4,1,32,1,2,246.7926,777.5124,5187956,901.0862,3374.628125,6834.2354,88.4124,235.6772
4,2,2,1,2,246.6622,426.7416,5193004,917.7076,838.43485,8192.494,75.5254,229.0106
1,8,1,1,2,246.003,548.1032,5204594,914.0854,796.7388,7539.9334,25.182,231.9634
1,8,4,1,2,245.8714,834.871,5207622,913.435,869.91525,6740.8254,26.0328,227.949
1,1,8,1,2,245.21075,412.60025,5223370,905.87525,913.84805,8325.662,45.31975,221.3165
16,8,1,64,2,244.878,5755.44,5227100,19754.545,1356.64795,19460.583,953.203,200.768
32,32,1,2,2,244.605,2825.584,5277776,2376.4168,3230.788,6183.7994,57.0754,177.7612
2,4,8,1,2,243.8262,875.9514,5254948,923.4248,930.73505,6716.24,95.6844,226.028
2,4,2,1,2,243.6634,588.389,5256968,928.1864,854.1488,7432.4046,90.8058,223.3736
8,1,4,1,2,243.2646,401.0444,5267190,936.5794,839.1668,8458.878,56.627,230.6018
8,1,8,1,2,243.1284,543.7892,5268046,934.5052,712.72115,7621.9064,58.4256,231.751
2,1,32,1,2,242.621,625.344,5276698,890.712,1219.4385,7323.589,141.1392,228.7322
4,2,16,1,2,242.5768,834.28,5280862,926.6706,2515.223,6815.1272,79.4268,228.4824
1,1,4,1,2,242.367,315.6305,5282225,916.70675,25510.36725,9337.604,46.041,221.557
16,32,1,16,2,240.5595,5575.905,5321045,15589.034,749.21685,8994.0435,274.7305,219.1955
8,2,4,1,2,239.8054,555.3622,5340412,948.256,808.6087,7645.2496,53.2444,227.5018
8,1,16,1,2,239.6112,721.9954,5350118,943.2794,768.0041,7122.9844,57.6006,228.9754
32,16,1,16,2,239.4665,2856,5347320,14550.3645,599.7771,12518.209,223.724,226.7865
1,2,16,1,2,239.103,591.0904,5353918,909.3334,1156.934875,7519.4678,46.0458,225.1654
1,1,16,1,2,239.015,450.372,5356378,923.2658,3688.0385,8198.4812,45.759,226.875
8,2,8,1,2,238.9818,995.9384,5357126,948.033,846.1835,6642.3522,53.4312,229.2182
2,8,2,1,2,238.9296,994.66,5362164,952.822,846.9192,6649.055,75.9138,215.9706
8,1,32,1,2,238.7754,941.0426,5361994,945.7166,854.089,6722.1978,57.1852,229.4914
1,16,2,1,2,238.7116,503.9008,5366146,953.2218,569.69405,7906.3454,19.9936,236.4236
16,1,16,1,2,238.4218,990.6628,5374438,956.3618,1188.469625,6666.5172,42.6712,226.3844
32,4,1,64,2,238.204,3093.24,5373540,20737.625,927.9371,31857.076,730.422,203.516
1,16,1,1,2,238.1922,990.398,5374666,955.666,889.78845,6667.1076,21.302,227.059
8,2,2,1,2,238.0364,428.8132,5382648,970.129,758.6403,8367.6534,52.3588,226.3298
2,8,1,1,2,237.7598,567.8594,5387748,952.503,659.58765,7641.8292,76.7474,222.096
4,4,8,1,2,236.8908,939.792,5410582,956.1876,1450.40675,6772.588,61.8942,232.1498
1,1,32,1,2,236.088,452.8452,5423186,917.7112,685.41895,8249.7948,45.3694,228.3228
4,4,2,1,2,235.8928,588.1274,5427630,964.8898,808.5596,7604.0434,63.049,228.3584
8,16,1,64,2,235.441,11292,5436600,20197.875,413.55915,12691.322,1241.249,200.609
64,8,1,2,2,235.1686,735.8918,5499650,2397.7426,274.40615,8978.517,47.1586,193.8192
16,1,4,1,2,233.5106,413.4636,5483884,971.431,191.11725,8579.7068,43.9636,226.4792
4,4,1,1,2,233.2784,420.6318,5499068,977.0566,4382.90775,8542.1406,62.3824,226.7916
64,16,1,2,2,233.1526,1463.914,5545156,2520.3656,726.59335,7293.9694,51.4006,178.8034
8,2,1,1,2,232.224,251.433,5514390,964.6972,830.42475,10605.2228,56.926,227.2696
4,2,1,1,2,232.1078,248.5872,5517864,934.2072,290.16865,10666.9628,86.7932,230.1024
16,1,8,1,2,231.8446,555.8434,5525312,979.7572,724.299,7828.1346,43.4224,229.1354
2,8,4,1,2,231.466,911.8084,5532626,976.2852,345.715375,6936.4448,74.6556,218.875
16,1,32,1,2,231.1252,1159.73,5547398,981.3854,745.72995,6651.1078,42.901,227.1288
4,4,4,1,2,230.9224,984.919,5544352,979.8954,780.07205,6843.9562,62.7014,226.419
8,2,16,1,2,230.8834,1011.804,5551724,990.0716,467.23615,6816.7974,54.1212,229.2084
4,8,4,1,2,230.5558,1681.226,5554250,982.9676,670.35025,6315.6218,51.9422,225.2378
4,1,2,1,2,229.2108,244.5936,5584870,925.7872,606.5849,10818.0426,89.2616,225.2802
16,2,16,1,2,228.9862,1695.484,5590882,1001.9502,563.26355,6345.8562,40.319,223.1554
8,1,2,1,2,228.9562,248.028,5591944,942.6462,146.1909,10752.6574,58.8612,232.8772
8,4,8,1,2,228.5188,1720.142,5602794,1005.6898,-414.14175,6346.9912,45.4406,226.8128
8,4,2,1,2,228.3988,586.094,5605838,993.9514,-1868.862875,7789.883,46.5176,227.3032
16,1,2,1,2,227.6812,249.5034,5622808,973.6084,666.82595,10753.0216,44.263,229.0052
1,32,1,1,2,227.4166,1543.558,5631958,1007.2812,538.54055,6461.2252,19.611,232.2058
2,2,1,1,2,225.9446,242.6392,5667134,932.5344,361.262875,10942.4644,134.3034,228.6956
16,2,8,1,2,224.7806,1040.184,5749984,1018.7284,-393.766375,6980.6112,40.488,224.9136
32,1,32,1,2,224.3682,1639.3,5708184,1013.3034,442.9274,6489.0144,35.5474,232.459
2,1,2,1,2,223.1692,241.0806,5736032,932.63,499.38275,11045.4672,141.7586,232.0812
16,2,1,1,2,222.9436,253.318,5746002,990.3114,-441.07005,10798.9694,41.8836,226.1576
32,1,16,1,2,220.873,1042.122,5867078,1043.3678,-1806.6655,7095.392,34.8658,231.8696
1,2,1,1,2,220.60575,236.62425,5803015,909.18925,1375.7716,11212.4355,41.75325,216.139
8,4,4,1,2,219.0112,1041.952,5994200,1048.0408,1209.8035,7222.6844,44.3658,222.521
32,1,2,1,2,218.3654,250.6418,5873300,1008.7762,941.923,10980.1966,35.0004,230.5118
2,16,1,1,2,217.6182,1081.482,6005834,1053.5282,894.90355,7189.4092,66.6468,220.3066
64,2,2,1,2,216.7206,433.7438,5906780,1015.9608,1326.4586,8857.8712,29.9918,221.4074
32,1,8,1,2,215.2806,567.6034,6065198,1065.5026,2641.8682,8320.353,35.9944,227.6192
16,2,2,1,2,214.6744,431.0654,6114302,1064.4218,772.1297,9083.7384,41.5108,223.5412
8,4,1,1,2,213.6198,429.2046,6126422,1068.9816,820.89945,9108.7118,45.8112,225.2138
32,1,4,1,2,212.9728,423.3364,6100368,1075.2942,911.37645,9123.9964,35.3554,231.307
4,8,2,1,2,212.4188,1044.188,6144856,1075.2306,936.83385,7370.6998,53.231,225.2288
2,16,2,1,2,211.6814,1579.014,6234878,1084.1722,1402.51335,7045.5406,63.7192,218.4206
