128,1,1,1,1058.6
128,1,1,128,75865.8
128,1,1,16,16732.9
128,1,1,2,2089.06
128,1,1,32,24769.1
128,1,1,4,4182.18
128,1,1,64,37466.0
128,1,1,8,8365.92
128,1,2,1,1976.3
128,1,2,2,3870.36
128,1,2,4,6525.7
128,1,2,8,6434.73
128,1,4,1,3599.47
128,1,4,16,19213.8
128,1,4,2,6401.54
128,1,4,4,10529.2
128,1,4,8,9830.54
128,1,8,1,7524.98
128,1,8,16,70031.4
128,1,8,2,13488.8
128,1,8,32,120827.0
128,1,8,4,17867.3
128,1,8,64,184223.0
128,1,8,8,35971.8
128,16,1,1,15210.4
128,16,1,16,72694.8
128,16,1,2,23855.2
128,16,1,4,36550.6
128,16,1,8,71287.7
128,2,1,1,2086.16
128,2,1,16,27380.4
128,2,1,2,4175.08
128,2,1,32,41674.7
128,2,1,4,8361.69
128,2,1,64,82854.3
128,2,1,8,16702.8
128,2,2,1,3716.98
128,2,2,2,6649.5
128,2,2,4,7653.21
128,2,4,1,6119.59
128,2,4,2,9238.85
128,2,4,4,9792.44
128,2,4,8,20036.4
128,2,8,1,13387.4
128,2,8,16,131526.0
128,2,8,2,19526.3
128,2,8,32,185952.0
128,2,8,4,40241.3
128,2,8,8,74004.0
128,24,1,1,18699.4
128,24,1,2,36682.7
128,24,1,4,75560.2
128,24,1,8,74791.6
128,32,1,1,23721.3
128,32,1,2,35081.6
128,32,1,4,71139.2
128,32,1,8,71207.8
128,4,1,1,4144.17
128,4,1,16,36107.5
128,4,1,2,8283.22
128,4,1,32,73637.8
128,4,1,4,16580.1
128,4,1,8,24730.4
128,4,2,1,6204.27
128,4,2,2,5838.77
128,4,4,1,7746.12
128,4,4,2,6710.17
128,4,4,4,13690.0
128,4,8,1,22443.7
128,4,8,16,219200.0
128,4,8,2,45068.8
128,4,8,4,87456.5
128,4,8,8,145518.0
128,8,1,1,7446.6
128,8,1,16,72787.9
128,8,1,2,14858.1
128,8,1,32,72049.0
128,8,1,4,24695.4
128,8,1,8,36329.1
128,8,2,1,4150.19
128,8,4,1,6146.33
128,8,4,2,12355.9
16,1,1,1,1047.6
16,1,1,128,112642.0
16,1,1,16,16312.9
16,1,1,2,2093.91
16,1,1,32,28567.2
16,1,1,4,4180.94
16,1,1,64,56394.7
16,1,1,8,8298.78
16,1,2,1,1895.0
16,1,2,16,14640.3
16,1,2,2,3753.5
16,1,2,32,28308.7
16,1,2,4,6671.44
16,1,2,64,55164.1
16,1,2,8,7471.07
16,1,4,1,3266.77
16,1,4,16,20937.9
16,1,4,2,6137.71
16,1,4,32,42260.5
16,1,4,4,9868.0
16,1,4,64,85506.0
16,1,4,8,10632.1
16,1,8,1,6427.14
16,1,8,128,500931.0
16,1,8,16,62315.7
16,1,8,2,11665.2
16,1,8,32,123510.0
16,1,8,4,16915.3
16,1,8,64,254396.0
16,1,8,8,30850.7
16,12,2,1,3622.57
16,12,2,2,7122.55
16,12,2,4,13675.9
16,12,2,8,27322.6
16,16,1,1,14416.0
16,16,1,16,185966.0
16,16,1,2,28230.0
16,16,1,32,279282.0
16,16,1,4,55921.2
16,16,1,64,556377.0
16,16,1,8,113276.0
16,16,2,1,2884.01
16,16,2,2,5795.78
16,16,2,4,11444.4
16,2,1,1,2075.43
16,2,1,128,215192.0
16,2,1,16,32294.0
16,2,1,2,4145.69
16,2,1,32,64456.7
16,2,1,4,8249.73
16,2,1,64,128733.0
16,2,1,8,16179.1
16,2,2,1,3555.5
16,2,2,16,12124.9
16,2,2,2,6740.46
16,2,2,32,25156.6
16,2,2,4,6858.12
16,2,2,8,6290.13
16,2,4,1,5712.12
16,2,4,16,36784.6
16,2,4,2,8824.29
16,2,4,32,78296.3
16,2,4,4,9728.61
16,2,4,64,144746.0
16,2,4,8,18752.3
16,2,8,1,11768.3
16,2,8,16,125290.0
16,2,8,2,18090.4
16,2,8,32,260651.0
16,2,8,4,31263.1
16,2,8,64,513079.0
16,2,8,8,64625.0
16,24,1,1,21160.4
16,24,1,16,285002.0
16,24,1,2,40708.6
