1	1	110.603825	128.534
1	2	247.649	258.9015
1	4	484.98525	518.2015
1	8	905.06875	986.7305
1	16	1516.1725	1720.13
1	32	1662.9675	2008.88
1	64	1437.39	3802.12
1	1	194.323	207.06825
1	2	344.355	391.874
1	4	589.674	688.00025
1	8	847.772	907.198
1	16	852.55225	1746.6075
1	32	837.91325	3502.6925
1	64	762.928	7100.04
1	1	242.367	315.6305
1	2	417.3045	536.82975
1	4	645.7285	843.5895
1	8	859.756	919.275
1	16	847.617	1729.3475
1	32	827.22675	3478.8525
1	64	715.31	7027.29
1	1	245.21075	412.60025
1	2	410.78375	708.61225
1	4	647.623	934.098
1	8	757.8845	1563.5425
1	16	758.65975	3117.97
1	32	746.37375	6262.93
1	64	716.641	12478.4
1	1	239.015	450.372
1	2	402.0024	709.6878
1	4	570.1742	1234.766
1	8	585.6834	2458.772
1	16	594.1882	4996.188
1	32	572.3524	9865.022
1	64	570.897	20094.1
1	1	236.088	452.8452
1	2	364.6616	920.789
1	4	409.6918	1834.15
1	8	408.0842	3661.168
1	16	404.2114	7327.914
1	32	400.2545	14626.15
2	1	220.60575	236.62425
2	2	378.437	469.487
2	4	692.5585	939.3535
2	8	1258.735	1692.6125
2	16	1465.32	3108.2475
2	32	1395.874	6162.56
2	64	1202.33	12259.6
2	1	248.8934	370.621
2	2	408.3294	637.7352
2	4	676.6664	905.562
2	8	836.0858	880.8468
2	16	822.6694	1683.672
2	32	788.2774	3353.866
2	64	753.948	6679.74
2	1	250.4244	460.8808
2	2	394.0982	813.8636
2	4	665.9992	1148.302
2	8	832.6104	1719.448
2	16	831.9422	3415.598
2	32	803.1634	6759.648
2	64	780.883	13814.4
2	1	248.167	638.2272
2	2	379.0776	1071.746
2	4	687.6566	1681.948
2	8	771.8746	3213.392
2	16	767.3992	6395.042
2	32	739.415	12813.18
2	64	706.63	25718.8
2	1	239.103	591.0904
2	2	372.0592	1169.09
2	4	530.0844	2295.68
2	8	529.7496	4582.104
2	16	527.2652	9169.1
2	32	513.679	18349.66
2	64	505.046	36682.7
4	1	249.6324	387.907
4	2	403.7836	775.3508
4	4	726.781	1546.492
4	8	1291.478	2528.936
4	16	1758.124	3963.07
4	32	1643.042	7954.12
4	64	1223.93	16696.6
4	1	254.7178	560.1186
4	2	387.641	908.1674
4	4	706.1348	911.6474
4	8	748.3854	1539.038
4	16	733.8976	3048.398
4	32	693.913	6037.355
4	64	650.422	12031.3
4	1	247.8012	722.4104
4	2	384.581	1244.328
4	4	702.87	1957.082
4	8	848.5652	3536.972
4	16	836.7656	7023.692
4	32	814.0175	13997.45
4	64	738.707	27813.6
4	1	247.1954	836.993
4	2	384.7892	1657.098
4	4	694.128	3210.69
4	8	746.0816	6406.378
4	16	743.1164	12828.02
4	32	710.2785	25707.3
8	1	246.003	548.1032
8	2	419.2838	1095.626
8	4	749.5466	2182.892
8	8	1262.888	4126.564
8	16	1681.912	7717.758
8	32	1530.442	15436.44
8	64	885.082	26137.3
8	1	249.9814	600.8674
8	2	411.0866	934.3552
8	4	649.2896	1376.998
8	8	638.0106	2656.5
8	16	655.1035	5491.76
8	32	590.941	10078.9
8	1	245.8714	834.871
8	2	417.8202	1658.452
8	4	706.4002	3241.52
8	8	761.0716	6487.438
8	16	753.234	13012.86
8	32	724.529	26078.6
16	1	238.1922	990.398
16	2	395.2062	1995.034
16	4	719.6126	3896.706
16	8	1229.702	7249.228
16	16	1446.822	14178.18
16	32	1160.62	23464.76
16	64	644.478	35690.9
16	1	238.7116	503.9008
16	2	414.8402	1007.294
16	4	476.574	2005.928
16	8	479.7305	4018.26
16	16	473.363	8048.62
32	1	227.4166	1543.558
32	2	402.4028	3088.66
32	4	709.6748	6140.708
32	8	1149.4	12236.86
32	16	984.658	20221.64
32	32	729.4666	30322
32	64	542.658	60941.4
