49561600,7851744,7755455
51380224,8100560,8037092
67108864,10589004,10498388
83886080,13251127,13117477
121228800,19182332,18952301
142655492,22623679,22300516
178438148,28373549,27892027
186482692,29706034,29161019
191102980,30465901,29870275
196608000,31297498,30731025
205520896,32667835,32124810
237568004,37889997,37133818
1258291200,200550495,197109264
3200000000,510225233,503397135
75276,19593,17734
92928,22293,21159
98304,22819,21172
100000,24326,22007
102400,23650,21483
131072,28907,26700
147456,30860,28670
204800,39489,37154
262144,48770,46412
294912,53928,52755
307200,56300,53599
409860,76307,70107
524288,89982,87517
589824,100262,97920
1000000,168434,162331
1048576,172178,170115
1179648,198175,192106
1228800,205048,199368
1280000,213471,207813
1581056,260557,254525
1638400,269873,264074
1638916,269886,264222
2359296,382791,378014
2654208,429512,421994
3538944,567824,560896
4718592,753718,745663
6422528,1021232,1011742
8306688,1321995,1306556
8388608,1333300,1319059
9437184,1496439,1482782
10000000,1585496,1570562
11075584,1754382,1742122
11943936,1890418,1875214
12845056,2032771,2015507
16613376,2626766,2603807
16777216,2651273,2631548
20447232,3228298,3203549
25000000,3944756,3914571
25690112,4055332,4025514
35831808,5652214,5610510
38535168,6076215,6033138
39321600,6201374,6152817
49561600,7825118,7754373
51380224,8105160,8040251
67108864,10595201,10498844
83886080,13252388,13119580
121228800,19182193,18955373
142655492,22617044,22304157
178438148,28405159,27896726
186482692,29680285,29377980
191102980,30450033,29877706
196608000,34294972,30742226
205520896,32661435,32126110
237568004,37769398,37132623
1258291200,200195282,196862474
3200000000,512968781,500031089
75276,18890,17190
92928,20696,19566
98304,21532,20309
100000,22225,20943
102400,22073,20965
131072,26600,25361
147456,29100,27947
204800,38695,36968
262144,47603,45911
294912,52867,50996
307200,54302,53086
409860,77298,69851
524288,89737,87167
589824,99372,97383
1000000,168962,162236
1048576,171575,169773
1179648,198382,191823
1228800,206157,199602
1280000,213839,207352
1581056,263117,255719
1638400,270717,264174
1638916,270521,263908
2359296,383752,376423
2654208,429542,422295
3538944,569150,560752
4718592,755530,745576
6422528,1022931,1011511
8306688,1320345,1307465
8388608,1332694,1318285
9437184,1497037,1482617
10000000,1585555,1571115
11075584,1754896,1750894
11943936,1891232,1874348
12845056,2034255,2016473
16613376,2625593,2604044
16777216,2649817,2630930
20447232,3228042,3203423
25000000,3944553,3914897
25690112,4055135,4022112
35831808,5651957,5608628
38535168,6087590,6029898
39321600,6201162,6153098
49561600,7815481,7755499
51380224,8104140,8038074
67108864,10604102,10496004
83886080,13251857,13130201
121228800,19181330,18953883
142655492,22623310,22302108
178438148,28426046,27892843
186482692,29696124,29335945
191102980,30467551,29873345
196608000,31284027,30735076
205520896,32692782,32127862
237568004,37777738,37134570
1258291200,200553301,200377751
3200000000,513031344,500079132
75276,21285,18849
92928,22494,21317
98304,23994,23043
100000,24293,22779
102400,24073,23242
131072,29796,26696
147456,32032,29819
204800,40646,38050
262144,49977,47017
294912,55009,52187
307200,57477,54792
409860,75808,69994
524288,92071,88286
589824,101356,98521
1000000,168164,162818
1048576,174743,170495
1179648,198427,191986
1228800,205812,199272
1280000,213521,207892
1581056,260482,254714
1638400,269768,263841
1638916,270066,263963
2359296,383308,376049
2654208,429741,422199
3538944,568438,561345
4718592,753979,744952
6422528,1022374,1011666
8306688,1321509,1306129
8388608,1334886,1320297
9437184,1503426,1494842
10000000,1593092,1571094
11075584,1754001,1740355
11943936,1910774,1875384
12845056,2040373,2021397
16613376,2624963,2605318
16777216,2650104,2630900
20447232,3226756,3203857
25000000,3945789,3916051
25690112,4052914,4023789
35831808,5651835,5609054
38535168,6079906,6031615
39321600,6199101,6152779
49561600,7816106,7764967
51380224,8101811,8037954
67108864,10601049,10496508
83886080,13251839,13119315
121228800,22004480,18965732
142655492,22710975,22304119
178438148,28456689,27892404
186482692,29689624,29162884
191102980,30455249,29873589
196608000,31259247,30734980
205520896,32706726,32160326
237568004,37822062,37135698
1258291200,203454692,196892677
3200000000,513078668,500104395
75276,20944,19371
92928,22979,21601
98304,23329,22400
100000,23285,22999
102400,24763,23401
131072,28570,27828
147456,31181,30973
204800,41276,38087
262144,49453,47115
294912,54718,52369
307200,57877,54255
409860,76253,70257
524288,89811,89111
589824,99999,98734
1000000,168794,162537
1048576,173394,171084
1179648,198289,192232
1228800,205341,199726
1280000,214142,207823
1581056,260834,254588
1638400,270626,264000
1638916,270719,263531
2359296,383387,376363
2654208,430394,422531
3538944,569168,561385
4718592,755428,745044
6422528,1022219,1011622
8306688,1320508,1306036
8388608,1333401,1318812
9437184,1497957,1482686
10000000,1586813,1571007
11075584,1754458,1738589
11943936,1891815,1874858
12845056,2032486,2016122
16613376,2625931,2603998
16777216,2652628,2630856
20447232,3228546,3203174
25000000,3945708,3914533
25690112,4053701,4026163
35831808,5651204,5610573
39321600,6203907,6154524
49561600,7883306,7758069
51380224,8103027,8038370
67108864,10588701,10497197
83886080,13255250,13121110
121228800,19211163,18956600
142655492,22623128,22303739
178438148,28410019,27895896
186482692,29670994,29163073
191102980,30303772,29900825
196608000,31260627,30735144
205520896,32657823,32125458
237568004,37795542,37132553
1258291200,200557878,196799289
3200000000,509858268,503344282
75276,20593,17090
92928,23017,21122
98304,23961,21523
100000,24966,21568
102400,24240,21810
131072,28976,26606
147456,31905,30035
204800,40413,38039
262144,49880,47128
294912,55448,52603
307200,56045,53517
409860,76320,70031
524288,90322,87304
589824,101009,97865
1000000,168705,162908
1048576,173136,170227
1179648,198052,192237
1228800,205664,199456
1280000,214196,207699
1581056,263947,255620
1638400,270338,263494
1638916,270504,263610
2359296,383891,376599
2654208,429926,422238
3538944,569446,560955
4718592,754768,744894
6422528,1029920,1017282
8306688,1320953,1309097
8388608,1332751,1318767
9437184,1498061,1482468
10000000,1586839,1571977
11075584,1755743,1738710
11943936,1891136,1874698
12845056,2034371,2018319
16613376,2625728,2604251
16777216,2653089,2632540
20447232,3229289,3203242
25000000,3945104,3914946
25690112,4054182,4022557
35831808,5653470,5623045
38535168,6077637,6029640
39321600,6200180,6153192
49561600,7816574,7755360
51380224,8102137,8037760
67108864,10590933,10510806
83886080,13265561,13119601
121228800,19198898,18966393
142655492,22636820,22319032
178438148,28345274,27905533
186482692,29723520,29162645
191102980,30460524,29881414
196608000,31272580,30748975
205520896,32692479,32126158
237568004,37792154,37133160
1258291200,200649889,196940744
3200000000,509910148,503525819
75276,18804,17062
92928,26893,19863
98304,21908,20914
100000,22593,20937
102400,22380,20863
131072,26917,26152
147456,29337,27985
204800,38441,36952
262144,47364,45959
294912,53049,51168
307200,54623,53066
409860,76593,69918
524288,89271,87420
589824,99122,97531
1000000,168608,162517
1048576,171779,169558
1179648,198115,192117
1228800,206258,199505
1280000,213540,207565
1581056,260722,254605
1638400,270618,263497
1638916,270506,263451
2359296,383584,376723
2654208,429877,422564
3538944,569854,560509
4718592,755346,745165
6422528,1023437,1011216
8306688,1319409,1305638
8388608,1333853,1318680
9437184,1497944,1482793
10000000,1584759,1570374
11075584,1754176,1739690
11943936,1891000,1874584
12845056,2033497,2015599
16613376,2625860,2603832
16777216,2652422,2630245
20447232,3228745,3203347
25000000,3943651,3914941
25690112,4054203,4023389
35831808,5652429,5608999
38535168,6085607,6031100
39321600,6197539,6152884
49561600,7888615,7756102
51380224,8168401,8064661
67108864,10659308,10518419
83886080,13313682,13120043
121228800,19191798,18954670
142655492,22621430,22312306
178438148,28443872,27892570
186482692,29657311,29161466
191102980,30448856,29876124
196608000,31320449,30730259
205520896,32761206,32123705
237568004,37789476,37133381
1258291200,200615735,196978352
3200000000,512863909,500050139
75276,19145,17483
92928,21252,20272
98304,22895,20357
100000,22539,21001
102400,28853,21134
131072,27618,29018
147456,30614,28535
204800,39510,37288
262144,48229,46364
294912,53378,51554
307200,55048,53636
409860,75926,70494
524288,89458,86913
589824,99442,97254
1000000,168888,162052
1048576,173314,169516
1179648,198404,192204
1228800,206102,198979
1280000,214195,207404
1581056,261044,254826
1638400,275157,265441
1638916,269896,263787
2359296,383682,376245
2654208,429059,422622
3538944,568554,560667
4718592,754467,745404
6422528,1023350,1011457
8306688,1322248,1306444
8388608,1330426,1319066
9437184,1494817,1482862
10000000,1584687,1570337
11075584,1759895,1739061
11943936,1891719,1874302
12845056,2031796,2015362
16613376,2625097,2604004
16777216,2650993,2629734
20447232,3230547,3203462
25000000,3944820,3914265
25690112,4051179,4022200
35831808,5649694,5607213
38535168,6076300,6030120
39321600,6201395,6152546
49561600,7816056,7753109
51380224,8100628,8036781
67108864,10616711,10495336
83886080,13248781,13117951
121228800,19251159,18982545
142655492,22672064,22303781
178438148,28454319,27890907
186482692,29738672,29148389
191102980,30473672,29881006
196608000,31292723,30730398
205520896,32756206,32145088
237568004,37879555,37152390
1258291200,203292756,196653585
3200000000,512968542,500050664
75276,20863,19703
92928,24021,22583
98304,25556,22962
100000,23949,22148
102400,25021,31091
131072,31374,27222
147456,32702,29662
204800,41781,46258
262144,50557,47753
294912,55066,52409
307200,57980,54624
409860,76582,70475
524288,89824,88888
589824,100167,99455
1000000,168690,162350
1048576,172513,171284
1179648,199039,192152
1228800,205917,199400
1280000,213787,207542
1581056,261402,254598
1638400,269803,263692
1638916,269903,263655
2359296,389207,376629
2654208,430043,422369
3538944,568193,560591
4718592,754853,745592
6422528,1022468,1011770
8306688,1318330,1305823
8388608,1331821,1318837
9437184,1498534,1482744
10000000,1585767,1570958
11075584,1754413,1738843
11943936,1891656,1875087
12845056,2032594,2015456
16613376,2626002,2606010
16777216,2651950,2629730
20447232,3228660,3204156
25000000,3945467,3915380
25690112,4054813,4023581
35831808,5651843,5608096
38535168,6091296,6034597
39321600,6220057,6223244
49561600,7869454,7757770
51380224,8104946,8038804
67108864,10685197,10497342
83886080,13294153,13117095
121228800,19180320,18965845
142655492,22738275,22305270
178438148,28403436,27893535
186482692,29699918,29154176
191102980,30362383,29873494
196608000,31252320,30734723
205520896,32759302,32125809
237568004,37838127,37144358
1258291200,200479757,196676055
3200000000,510205768,503546785
75276,18320,17567
92928,21160,19940
98304,22022,20588
100000,21948,20564
102400,22507,21090
131072,27131,25744
147456,29523,28273
204800,38834,37472
262144,47746,46754
294912,52772,51044
307200,55071,53743
409860,76781,69917
524288,89723,87109
589824,99390,97387
1000000,168930,162379
1048576,172220,169559
1179648,198614,191906
1228800,205902,200307
1280000,214516,207396
1581056,263232,255229
1638400,269960,263757
1638916,270039,264085
2359296,383602,375931
2654208,428842,422006
3538944,569308,561903
4718592,755125,745625
6422528,1023196,1011749
8388608,1349654,1320382
9437184,1499985,1483945
10000000,1588207,1571008
11075584,1757269,1739341
11943936,1891532,1875136
12845056,2034728,2016974
16613376,2625160,2605707
16777216,2651408,2631087
20447232,3230708,3204318
25000000,3945522,3914981
25690112,4055317,4023062
35831808,5662295,5609379
38535168,6075665,6029991
39321600,6199642,6153678
49561600,7889315,7755911
51380224,8106531,8038508
67108864,10587452,10495928
83886080,13259369,13118869
121228800,19186988,18954452
142655492,22623887,22302438
178438148,28368292,27895273
186482692,29621742,29151693
191102980,30463977,29871521
196608000,31270176,30733145
205520896,32667642,32126363
237568004,37796544,40666701
1258291200,200195189,196634239
3200000000,510369312,503476827
75276,19274,17207
92928,21022,20098
98304,23121,20895
100000,23124,20917
102400,23180,21181
131072,27732,25787
147456,30174,28276
204800,39838,37469
262144,47808,46389
294912,53010,51122
307200,55467,53214
409860,76858,70354
524288,90147,87240
589824,99894,97143
1000000,168763,162763
1048576,172301,170008
1179648,198319,191971
1228800,205612,199601
1280000,214160,207148
1581056,262218,254353
1638400,271165,263910
1638916,274707,264290
2359296,384698,376232
2654208,429486,422312
3538944,569678,560860
6422528,1022913,1011822
8306688,1320179,1306207
8388608,1332374,1319090
9437184,1498302,1483843
10000000,1586457,1570249
11075584,1755241,1739453
11943936,1890763,1874391
12845056,2032914,2015896
16613376,2624342,2604243
16777216,2650273,2629972
20447232,3230485,3202844
25000000,3945597,3914315
25690112,4052776,4022646
35831808,5647120,5607555
38535168,6077263,6030193
49561600,7816546,7752957
67108864,10587607,10495586
83886080,13254841,13119044
121228800,19186057,18955083
142655492,22728345,22300624
178438148,28443790,27892833
186482692,29732988,29149645
191102980,30475602,29871171
196608000,31329045,34006665
205520896,32762465,32125918
237568004,37809449,37135928
1258291200,200587055,196626929
3200000000,513048082,500126614
75276,20807,19382
92928,23211,22495
98304,24035,23035
100000,24566,22610
102400,23933,23613
131072,29097,28040
147456,33429,30080
204800,41472,38386
262144,50556,47843
294912,55156,52952
307200,57934,54649
409860,75966,70075
524288,89661,89114
589824,100905,101189
1000000,169392,162706
1048576,171988,169963
1179648,199228,194545
1228800,205964,199754
1280000,214227,207353
1581056,262369,255502
1638400,271897,264734
1638916,270047,264003
2359296,382751,376591
2654208,429075,422219
3538944,568168,561258
6422528,1022846,1012204
8306688,1320747,1306811
8388608,1335300,1319511
9437184,1501065,1483135
10000000,1585471,1571696
11075584,1753909,1739618
11943936,1889949,1875246
12845056,2032136,2016445
16613376,2625180,2604417
16777216,2651013,2630460
20447232,3229496,3203612
25000000,3946324,3914721
25690112,4052933,4023584
35831808,5649871,5608653
38535168,6077377,6031541
39321600,6199431,6152392
49561600,7816273,7754535
51380224,8101320,8037808
67108864,10587942,10497155
83886080,13249565,13118019
121228800,19180476,18953996
142655492,22621108,22302117
178438148,28331598,27893333
186482692,29626336,32652783
191102980,30435933,29880843
196608000,31235016,30734742
205520896,32681398,32162971
237568004,37829719,37136926
1258291200,200608038,200128210
3200000000,512998789,500072641
75276,18662,17716
92928,21119,20272
98304,22097,20941
100000,22592,21559
102400,22569,21466
131072,27919,25654
147456,30251,28208
204800,39459,37294
262144,48352,46388
294912,52914,50918
307200,55773,52961
409860,76029,70035
524288,89723,87434
589824,99751,97487
1000000,168286,162407
1048576,172063,170081
1179648,198632,192188
1228800,206164,200111
1280000,213454,207334
1581056,261366,254211
1638400,269691,263466
1638916,269922,263388
2359296,384125,376199
2654208,429771,422312
3538944,568958,560748
4718592,754122,745627
6422528,1022138,1011939
8306688,1319797,1306310
8388608,1331900,1319060
9437184,1496501,1483243
10000000,1585075,1571139
11075584,1754761,1738454
11943936,1891701,1874961
12845056,2033299,2015549
16613376,2626436,2604137
16777216,2651770,2629623
20447232,3228761,3203857
25000000,3943996,3914686
25690112,4051334,4022627
35831808,5651659,5607379
38535168,6075843,6030512
39321600,6199348,6153877
49561600,7819565,7754610
51380224,8100852,8037748
67108864,10584913,10495057
83886080,13250542,13117906
121228800,19183515,18953827
142655492,22678209,25602759
178438148,28443952,27894763
186482692,29689741,29162427
191102980,30267989,29905012
196608000,31283377,30736635
205520896,32678489,32128658
237568004,37806822,37137272
1258291200,203360585,196820261
3200000000,512505102,500041451
