5.5,1536.0
5.5,1536.0
270657.75,1536.0
4.25,1536.0
327.25,1536.0
4.5,1536.0
296.75,0.0009765625
11.0,0.0009765625
12.5,0.0009765625
95.75,0.0009765625
4.75,0.0009765625
33.25,0.0009765625
6.25,0.0009765625
7929.0,0.00390625
11.0,0.00390625
14.0,0.00390625
107.5,0.00390625
4.75,0.00390625
30.75,0.00390625
6.25,0.00390625
193.5,0.0009765625
11.25,0.0009765625
11.75,0.0009765625
99.75,0.0009765625
9.0,0.0009765625
28.25,0.0009765625
6.25,0.0009765625
616.0,0.00390625
11.25,0.00390625
13.0,0.00390625
107.25,0.00390625
4.75,0.00390625
28.0,0.00390625
6.75,0.00390625
175.5,0.0009765625
10.5,0.0009765625
11.75,0.0009765625
89.25,0.0009765625
4.25,0.0009765625
27.25,0.0009765625
5.75,0.0009765625
1005984.5,0.00390625
13.75,0.00390625
16.5,0.00390625
133.75,0.00390625
4.75,0.00390625
34.25,0.00390625
6.75,0.00390625
43.25,0.00390625
11.5,0.00390625
12.5,0.00390625
130.0,0.00390625
4.75,0.00390625
31.75,0.00390625
6.5,0.00390625
275.0,0.0009765625
10.75,0.0009765625
13.25,0.0009765625
111.5,0.0009765625
4.25,0.0009765625
31.5,0.0009765625
6.5,0.0009765625
657.5,0.00390625
11.25,0.00390625
12.5,0.00390625
111.5,0.00390625
4.5,0.00390625
28.5,0.00390625
6.0,0.00390625
176.75,0.0009765625
11.5,0.0009765625
12.5,0.0009765625
90.0,0.0009765625
4.5,0.0009765625
27.5,0.0009765625
6.25,0.0009765625
11828.25,0.00390625
11.25,0.00390625
13.0,0.00390625
103.25,0.00390625
5.0,0.00390625
27.75,0.00390625
6.25,0.00390625
37.0,0.00390625
10.75,0.00390625
11.75,0.00390625
98.25,0.00390625
4.5,0.00390625
27.75,0.00390625
6.0,0.00390625
207.75,0.0009765625
10.75,0.0009765625
11.75,0.0009765625
91.5,0.0009765625
4.5,0.0009765625
27.0,0.0009765625
6.25,0.0009765625
577.5,0.00390625
10.5,0.00390625
12.25,0.00390625
100.25,0.00390625
4.5,0.00390625
27.25,0.00390625
5.75,0.00390625
167.75,0.0009765625
10.75,0.0009765625
12.5,0.0009765625
88.5,0.0009765625
4.5,0.0009765625
26.25,0.0009765625
6.0,0.0009765625
11481.0,0.00390625
11.25,0.00390625
13.0,0.00390625
104.25,0.00390625
5.0,0.00390625
27.25,0.00390625
6.25,0.00390625
36.25,0.00390625
11.0,0.00390625
11.75,0.00390625
98.0,0.00390625
4.5,0.00390625
27.0,0.00390625
6.25,0.00390625
200.5,0.0009765625
10.5,0.0009765625
12.0,0.0009765625
87.5,0.0009765625
4.5,0.0009765625
26.0,0.0009765625
6.5,0.0009765625
575.75,0.00390625
11.0,0.00390625
12.0,0.00390625
100.5,0.00390625
4.5,0.00390625
26.75,0.00390625
6.0,0.00390625
168.0,0.0009765625
10.5,0.0009765625
12.25,0.0009765625
79.25,0.0009765625
4.5,0.0009765625
26.25,0.0009765625
6.25,0.0009765625
134388.75,0.00390625
13.25,0.00390625
15.75,0.00390625
104.0,0.00390625
4.5,0.00390625
31.0,0.00390625
6.25,0.00390625
44.0,0.00390625
11.0,0.00390625
12.0,0.00390625
102.75,0.00390625
4.25,0.00390625
28.0,0.00390625
5.75,0.00390625
222.5,0.0009765625
11.0,0.0009765625
12.75,0.0009765625
88.5,0.0009765625
4.5,0.0009765625
27.75,0.0009765625
5.75,0.0009765625
639.5,0.00390625
10.75,0.00390625
12.0,0.00390625
102.0,0.00390625
4.5,0.00390625
27.5,0.00390625
6.25,0.00390625
177.25,0.0009765625
10.5,0.0009765625
12.5,0.0009765625
87.25,0.0009765625
4.5,0.0009765625
27.0,0.0009765625
5.75,0.0009765625
21193.5,0.00390625
11.25,0.00390625
13.75,0.00390625
111.75,0.00390625
4.5,0.00390625
29.75,0.00390625
6.25,0.00390625
176.75,0.0009765625
11.0,0.0009765625
12.5,0.0009765625
89.5,0.0009765625
4.25,0.0009765625
27.75,0.0009765625
5.75,0.0009765625
596.5,0.00390625
11.0,0.00390625
12.25,0.00390625
100.25,0.00390625
4.5,0.00390625
26.75,0.00390625
6.0,0.00390625
166.75,0.0009765625
10.5,0.0009765625
12.25,0.0009765625
86.75,0.0009765625
4.75,0.0009765625
26.0,0.0009765625
6.25,0.0009765625
8872.0,0.00390625
11.25,0.00390625
13.0,0.00390625
366.5,0.00390625
4.75,0.00390625
30.75,0.00390625
6.75,0.00390625
38.75,0.00390625
12.0,0.00390625
12.25,0.00390625
95.0,0.00390625
4.75,0.00390625
29.5,0.00390625
6.75,0.00390625
270.5,0.0009765625
11.75,0.0009765625
13.0,0.0009765625
94.5,0.0009765625
5.0,0.0009765625
29.0,0.0009765625
6.5,0.0009765625
621.0,0.00390625
11.5,0.00390625
13.25,0.00390625
88.75,0.00390625
4.75,0.00390625
29.75,0.00390625
6.5,0.00390625
210.75,0.0009765625
11.0,0.0009765625
13.5,0.0009765625
